date,long,short,long_short,strategy,q,weighting
2016-09-30,-0.12750211111111112,-0.11881847530864198,-0.008683635802469142,high_ocf_state,10,equal
2016-10-31,0.08236098757763977,0.0591323086419753,0.023228678935664465,high_ocf_state,10,equal
2016-11-30,0.0087372049689441,-0.02622233540372671,0.03495954037267081,high_ocf_state,10,equal
2016-12-30,0.06997144720496894,0.016443726708074535,0.0535277204968944,high_ocf_state,10,equal
2017-01-31,0.011347218749999999,0.048739262500000005,-0.037392043750000006,high_ocf_state,10,equal
2017-02-28,0.016531106249999997,0.01656908125,-3.797500000000259e-05,high_ocf_state,10,equal
2017-03-31,-0.05891861875,-0.02059626875,-0.03832235,high_ocf_state,10,equal
2017-04-28,-0.0594944,-0.05379990625000001,-0.0056944937499999945,high_ocf_state,10,equal
2017-05-31,0.12119932704402517,0.060918389937106916,0.06028093710691825,high_ocf_state,10,equal
2017-06-30,-0.0225314,-0.022850462499999998,0.00031906249999999817,high_ocf_state,10,equal
2017-07-31,-0.0034984716981132083,0.0069690188679245296,-0.010467490566037737,high_ocf_state,10,equal
2017-08-31,0.15448222641509435,0.04496133333333334,0.10952089308176101,high_ocf_state,10,equal
2017-09-29,-0.001771613924050636,-0.045197208860759494,0.04342559493670886,high_ocf_state,10,equal
2017-10-31,0.07141497452229299,0.02571798101265823,0.04569699350963476,high_ocf_state,10,equal
2017-11-30,0.02818977070063694,0.03688650955414013,-0.008696738853503187,high_ocf_state,10,equal
2017-12-29,0.046404439490445856,0.02909775159235669,0.017306687898089167,high_ocf_state,10,equal
2018-01-31,-0.03062356050955414,-0.06325874522292994,0.0326351847133758,high_ocf_state,10,equal
2018-02-28,0.00487188535031847,-0.033803108280254776,0.038674993630573244,high_ocf_state,10,equal
2018-03-29,0.007796987261146498,0.0025122738853503176,0.0052847133757961805,high_ocf_state,10,equal
2018-04-30,0.04118722929936306,0.10367488535031846,-0.0624876560509554,high_ocf_state,10,equal
2018-05-31,0.002463242038216559,-0.0030442229299363064,0.005507464968152865,high_ocf_state,10,equal
2018-06-29,-0.008842753164556962,-0.034163632911392405,0.025320879746835445,high_ocf_state,10,equal
2018-07-31,0.0623350253164557,0.03322401898734177,0.029111006329113925,high_ocf_state,10,equal
2018-08-31,-0.03156848734177215,-0.027227189873417722,-0.004341297468354429,high_ocf_state,10,equal
2018-09-28,-0.1309963481012658,-0.1465533670886076,0.015557018987341797,high_ocf_state,10,equal
2018-10-31,-0.040200639240506326,-0.026487259493670888,-0.013713379746835438,high_ocf_state,10,equal
2018-11-30,-0.19938509554140127,-0.1505125222929936,-0.04887257324840766,high_ocf_state,10,equal
2018-12-31,0.29267378343949046,0.2859863885350319,0.006687394904458577,high_ocf_state,10,equal
2019-01-31,0.09132966666666666,0.044233564102564106,0.04709610256410255,high_ocf_state,10,equal
2019-02-28,0.030329057692307693,0.004929910256410257,0.025399147435897437,high_ocf_state,10,equal
2019-03-29,-0.013858576923076923,0.01582604487179487,-0.029684621794871795,high_ocf_state,10,equal
2019-04-30,-0.09282775,-0.09366684615384616,0.0008390961538461555,high_ocf_state,10,equal
2019-05-31,0.004360936305732485,0.06939753503184713,-0.06503659872611464,high_ocf_state,10,equal
2019-06-28,-0.05016414012738853,-0.04964907006369427,-0.0005150700636942646,high_ocf_state,10,equal
2019-07-31,-0.04112007594936709,-0.023190291139240506,-0.017929784810126585,high_ocf_state,10,equal
