date,one_way_turnover,strategy,q,weighting
2023-08-31,0.39963833634719714,nonmicrocap_high_spread_months,5,equal
2023-09-29,0.4909420289855072,nonmicrocap_high_spread_months,5,equal
2023-10-31,0.5195182313149644,nonmicrocap_high_spread_months,5,equal
2023-11-30,0.4434306569343066,nonmicrocap_high_spread_months,5,equal
2023-12-29,0.5716911764705883,nonmicrocap_high_spread_months,5,equal
2024-01-31,0.6721915285451197,nonmicrocap_high_spread_months,5,equal
2024-02-29,0.3834172595869605,nonmicrocap_high_spread_months,5,equal
2024-04-30,0.4990757855822552,nonmicrocap_high_spread_months,5,equal
2024-05-31,0.4148148148148148,nonmicrocap_high_spread_months,5,equal
2024-06-28,0.6889013800856605,nonmicrocap_high_spread_months,5,equal
2024-07-31,0.789179104477612,nonmicrocap_high_spread_months,5,equal
2024-09-30,0.5663551401869158,nonmicrocap_high_spread_months,5,equal
