secondary,secondary_bucket,n_obs,mean_ann,vol_ann,sharpe,max_drawdown
analyst_coverage,1,305509,0.06433623206123165,0.1658310269671735,0.3879625739395988,-0.45138969028652476
analyst_coverage,2,265616,0.02520920450482253,0.13235575175961561,0.19046550051415567,-0.524078363717371
intangibility,1,594697,-0.028034698381375414,0.09952574256293019,-0.28168288584884515,-0.6789019537506669
intangibility,2,594517,0.006103231614647633,0.159564873880205,0.03824921780234476,-0.7140666915083933
