variant,signal,q,weighting,n_obs,n_months,mean_turnover,mean_ann,vol_ann,sharpe,max_drawdown,alpha_month,alpha_ann,t_alpha,boot_mean_ann,boot_ci_low,boot_ci_high
expansion,ocf_kpc_only,5,value,793359,232,0.1685811852792188,-0.079702287095192,0.12400782269950947,-0.6427198329924978,-0.8248943313020456,-0.004873004628624142,-0.0584760555434897,-2.0940024189740503,-0.08130040335539476,-0.14060761414623557,-0.027138488105136294
expansion,ocf_core_roles,5,equal,793359,232,0.5297668076245374,-0.0412321038962829,0.11573736460203676,-0.356255769587113,-0.6986107836381392,-0.004016836749644429,-0.04820204099573315,-1.915997622545152,-0.045176860318355834,-0.09695222090408134,0.005900775460796144
expansion,ocf_core_roles,5,value,793359,232,0.9367871820862862,-0.013953581249724876,0.1353721724531637,-0.10307569862301323,-0.5675556909654625,0.001346449928739679,0.01615739914487615,0.53342368156163,-0.01990708622523335,-0.06927160192434371,0.02839560915676669
expansion,ocf_no_bench_credit,5,equal,793359,232,0.0844844863169252,-0.000890234417762146,0.15795454381983762,-0.005636016516103165,-0.6181716539281672,0.0010449806332524711,0.012539767599029653,0.25321569043039566,-0.007118499250999978,-0.09044324340424255,0.08618352278502656
expansion,ocf_no_bench_credit,5,value,793359,232,0.17031202939571055,-0.0036044831295379983,0.12100005795355781,-0.029789102505401024,-0.46190593404767033,0.0004385675020628616,0.005262810024754339,0.1801874114074688,-0.005722066197519336,-0.0641922495807191,0.05304821591820612
tightening,ocf,5,equal,314313,88,0.31484850029088157,0.000784558416882378,0.18079983395530094,0.0043393757600261075,-0.45755208103700706,0.0020323270806682976,0.024387924968019573,0.31080706634884897,-0.0363547744450162,-0.12391482402130592,0.07262684820747904
tightening,ocf,5,value,314313,88,0.5364966189792056,0.028096890280925664,0.15594482207505578,0.18017199870479006,-0.29024414283436883,0.0038239370311175724,0.045887244373410865,1.1216209819552743,-0.00034699591254582396,-0.06562829589346074,0.07235575750381043
tightening,ocf_kpc_only,5,equal,314313,88,0.10025676859842335,-0.0772978237647061,0.14443162058249048,-0.5351862940605747,-0.5849787633289029,-0.006067423094155045,-0.07280907712986054,-1.5993818999244513,-0.0874654786298239,-0.1761736036014941,-0.007761792574706604
tightening,ocf_kpc_only,5,value,314313,88,0.2066253192184296,-0.05456932299292565,0.1425137299476506,-0.3829057243324593,-0.41202661276460206,-0.0012235217698820392,-0.01468226123858447,-0.3708879000198973,-0.04198628650587558,-0.10532840025981474,0.01644860852789061
tightening,ocf_core_roles,5,equal,314313,88,0.5982287565299903,-0.08019299087890291,0.13115302902779993,-0.6114459686775877,-0.5910750466892238,-0.006477277982701128,-0.07772733579241353,-1.8756560192597378,-0.09503227209022873,-0.1616495010386934,-0.03569003272380444
tightening,ocf_core_roles,5,value,314313,88,1.01077624395322,0.03975966191814675,0.1705807027276347,0.2330841723734178,-0.3081506578426658,0.005865597714432485,0.07038717257318981,1.334973581069808,0.009281591473233363,-0.04889696841099995,0.06288373811302601
tightening,ocf_no_bench_credit,5,equal,314313,88,0.1212354088302902,0.018673705761206433,0.19292069583010168,0.09679472531890354,-0.4181116494607583,0.0038290943033848788,0.04594913164061855,0.5534658018619547,-0.022357893954570173,-0.11242831226189601,0.09814620363951598
tightening,ocf_no_bench_credit,5,value,314313,88,0.2251632921424932,0.010957105420669671,0.14306212900557,0.07658983895201969,-0.30578923681035675,0.0022070651156032278,0.026484781387238733,0.5703734460067396,-0.0008750337447513103,-0.07174631016302872,0.07455134935842887
easing_or_flat,ocf,5,equal,555012,164,0.26771677656841925,0.004282616543324967,0.1331605584701277,0.03216129905527318,-0.3510838508002402,0.0027465916975912543,0.03295910037109505,0.8659401291832679,0.011541109304530617,-0.07519321585699124,0.10986384514715365
easing_or_flat,ocf,5,value,555012,164,0.42336746498002137,-0.0007367078074489178,0.10600562658452212,-0.006949704757997105,-0.36059219151724364,0.0016895856022761733,0.02027502722731408,0.7425550089551629,0.0055975168846851735,-0.0614607819636267,0.0674895226921666
easing_or_flat,ocf_kpc_only,5,equal,555012,164,0.0797290649844244,-0.011151064257024895,0.12361278131793456,-0.09020963801748084,-0.42518942911802726,-0.002492682981064268,-0.029912195772771218,-1.11663197879941,-0.0036500064539291797,-0.06427080446259247,0.05910730173884777
easing_or_flat,ocf_kpc_only,5,value,555012,164,0.17840799778697247,-0.07735857888841097,0.11124700396153572,-0.6953767394505126,-0.6891933798694858,-0.005981512564509469,-0.07177815077411363,-2.4211029849390755,-0.06560924654624233,-0.14788106054218705,0.00686237969821251
easing_or_flat,ocf_core_roles,5,equal,555012,164,0.5079728032217593,-0.010784317831238312,0.10790883308593287,-0.09993915718327019,-0.429221148942869,-0.0017127869982047166,-0.020553443978456598,-0.814642735113391,-0.008143438562841613,-0.06573651369686714,0.050798696303059304
easing_or_flat,ocf_core_roles,5,value,555012,164,0.9087051455060873,-0.04120635343731069,0.11212437582756007,-0.36750575540044345,-0.5280906080828011,-0.0023810607206651247,-0.028572728647981497,-0.8874363947451449,-0.042781787531390336,-0.09975201849165569,0.019018669023025646
easing_or_flat,ocf_no_bench_credit,5,equal,555012,164,0.09623118577916763,0.007443038142539288,0.14062823668806912,0.052927053043044764,-0.37712127865125356,0.0032018665043013123,0.03842239805161575,0.9662028554531259,0.01576857165901941,-0.07264746506460522,0.11656990983650221
easing_or_flat,ocf_no_bench_credit,5,value,555012,164,0.17893038884568177,0.0011409111357608523,0.10663579087388118,0.010699138876460484,-0.36416045301219824,0.0014010574258239497,0.016812689109887397,0.546996866590823,0.009029739428918663,-0.05804688027067685,0.07102882140187436
