date,one_way_turnover
2010-07-30,0.08575380359612725
2010-08-31,0.26417704011065
2010-09-30,0.2742382271468144
2010-10-29,0.13663982160270086
2010-11-30,0.14845938375350146
2010-12-31,0.13521126760563373
2011-01-31,0.20028208744710863
2011-02-28,0.28813559322033905
2011-03-31,0.2956152758132956
2011-04-29,0.2400568181818182
2011-05-31,0.28205128205128205
2011-06-30,0.2869440459110472
2011-07-29,0.2575539568345323
2011-08-31,0.23741007194244595
2011-09-30,0.2507204610951008
2011-10-31,0.1026011560693642
2011-11-30,0.2191582002902758
2011-12-30,0.2386217460478656
2012-01-31,0.3728070175438597
2012-02-29,0.37335285505124455
2012-03-30,0.2445095168374817
2012-04-30,0.24158125915080528
2012-05-31,0.25953079178885624
2012-06-29,0.25697503671071953
2012-07-31,0.23816568047337278
2012-08-31,0.2414814814814815
2012-09-28,0.2644873699851413
2012-10-31,0.23459384690895305
2012-11-30,0.24803560671976446
2012-12-31,0.2481203007518797
2013-01-31,0.3975903614457831
2013-02-28,0.3731117824773414
2013-03-28,0.28580243245837356
2013-04-30,0.2522796352583586
2013-05-31,0.25796661608497723
2013-06-28,0.10166919575113809
2013-07-31,0.23216995447647953
2013-08-30,0.23333333333333336
2013-09-30,0.2178517397881997
2013-10-31,0.2677760968229954
2013-11-29,0.2730015082956259
2013-12-31,0.24585218702865758
2014-01-31,0.18882175226586106
2014-02-28,0.26957831325301207
2014-03-31,0.2803598200899551
2014-04-30,0.22260669745443182
2014-05-30,0.22321428571428578
2014-06-30,0.0950965824665676
2014-07-31,0.23781388478581966
2014-08-29,0.23746312684365792
2014-09-30,0.21681415929203549
2014-10-31,0.27876106194690276
2014-11-28,0.2546803257385428
2014-12-31,0.2546651650350862
2015-01-30,0.18556701030927844
2015-02-27,0.2466765140324962
2015-03-31,0.27095770326539553
2015-04-30,0.2339732632040324
2015-05-29,0.2769033530571992
2015-06-30,0.28
2015-07-31,0.2463126843657817
2015-08-31,0.09734513274336283
2015-09-30,0.11356932153392332
2015-10-30,0.1066666666666667
2015-11-30,0.18370370370370376
2015-12-31,0.22106824925816027
2016-01-29,0.23019431988041855
2016-02-29,0.26616541353383455
2016-03-31,0.2626986188386579
2016-04-29,0.2881431921644365
2016-05-31,0.28506097560975613
2016-06-30,0.2408536585365854
2016-07-29,0.222052067381317
2016-08-31,0.2502214620263304
2016-09-30,0.24574961360123648
2016-10-31,0.2294573643410852
2016-11-30,0.22034763349222403
2016-12-30,0.13530326594090206
2017-01-31,0.3494539781591264
2017-02-28,0.3812499999999999
2017-03-31,0.23981191222570541
2017-04-28,0.1849529780564264
2017-05-31,0.24137931034482768
2017-06-30,0.21350078492935637
2017-07-31,0.1695447409733124
2017-08-31,0.21698113207547165
2017-09-29,0.21169036334913116
2017-10-31,0.24626643450172864
2017-11-30,0.27210565754964405
2017-12-29,0.2834394904458598
2018-01-31,0.4114832535885167
2018-02-28,0.41307814992025516
2018-03-29,0.2907348242811502
2018-04-30,0.10063897763578283
2018-05-31,0.21086261980830667
2018-06-29,0.2496025437201907
2018-07-31,0.18888888888888897
2018-08-31,0.22187004754358158
2018-09-28,0.22345483359746432
2018-10-31,0.22380952380952382
2018-11-30,0.261904761904762
2018-12-31,0.26114649681528657
2019-01-31,0.3562300319488818
2019-02-28,0.3637820512820513
2019-03-29,0.3386837881219904
2019-04-30,0.2259615384615385
2019-05-31,0.20766773162939295
2019-06-28,0.25837320574162675
2019-07-31,0.2813990461049284
2019-08-30,0.27980922098569155
2019-09-30,0.15948963317384368
2019-10-31,0.21052631578947364
2019-11-29,0.21531100478468895
2019-12-31,0.25961538461538464
2020-01-31,0.23717948717948717
2020-02-28,0.17439999999999994
2020-03-31,0.24319999999999997
2020-04-30,0.24398073836276082
2020-05-29,0.18780096308186195
2020-06-30,0.2170418006430868
2020-07-31,0.21301282051282047
2020-08-31,0.1273885350318471
2020-09-30,0.2178060413354531
2020-10-30,0.24842767295597487
2020-11-30,0.19843750000000002
2020-12-31,0.16614906832298146
2021-01-29,0.3796296296296296
2021-02-26,0.3993799495155269
2021-03-31,0.26363636363636367
2021-04-30,0.27395209580838314
2021-05-28,0.24553571428571438
2021-06-30,0.2561162609373646
2021-07-30,0.24383164005805513
2021-08-31,0.1874675116750045
2021-09-30,0.1702432045779685
2021-10-29,0.19914651493598856
2021-11-30,0.19312660164087486
2021-12-31,0.17671809256661997
2022-01-31,0.22486033519553064
2022-02-28,0.2064156206415621
2022-03-31,0.21478382147838215
2022-04-29,0.259256885117889
2022-05-31,0.2759777469571062
2022-06-30,0.2635983263598327
2022-07-29,0.25418994413407814
2022-08-31,0.2517482517482518
2022-09-30,0.2573426573426574
2022-10-31,0.23109243697478987
2022-11-30,0.23001402524544184
2022-12-30,0.2704225352112676
2023-01-31,0.38107902432805024
2023-02-28,0.39801699716713884
2023-03-31,0.25356125356125353
2023-04-28,0.23142857142857143
2023-05-31,0.23352435530085963
2023-06-30,0.21007194244604313
2023-07-31,0.15286042807656636
2023-08-31,0.18523878437047758
2023-09-29,0.18974600977369493
2023-10-31,0.19331395348837205
2023-11-30,0.1941605839416059
2023-12-29,0.2514705882352941
2024-01-31,0.33431516936671574
2024-02-29,0.35545722713864303
2024-03-28,0.2204142011834319
2024-04-30,0.23851851851851852
2024-05-31,0.23555555555555552
2024-06-28,0.22882615156017835
2024-07-31,0.2402985074626866
2024-08-30,0.23189942983987177
2024-09-30,0.1902993114221333
2024-10-31,0.1924812030075188
2024-11-29,0.20921958510734667
