subperiod,n_months,mean_ann,vol_ann,sharpe,max_drawdown
1995_2004,120,0.05180067161743879,0.20281850614295824,0.255404068408465,-0.5664997192123095
2005_2014,120,0.009643994495690545,0.08926710155814643,0.10803525965731822,-0.2517369293687578
2015_2024,120,-0.011626534027971903,0.13682871407839178,-0.08497144847324108,-0.42633982944771864
