date,long,short,long_short
1995-01-31,0.04363720132743363,0.03255582522123894,0.011081376106194689
1995-02-28,0.0338711718061674,0.0071060814977973565,0.026765090308370047
1995-03-31,0.03676105714285714,0.02011165714285714,0.0166494
1995-04-28,0.04779833187772926,0.009531582969432316,0.03826674890829694
1995-05-31,0.08210346304347825,0.03830869130434783,0.04379477173913042
1995-06-30,0.08009526133909287,0.04908859267241379,0.031006668666679074
1995-07-31,0.05640815450643777,0.026288772532188844,0.030119381974248925
1995-08-31,0.03269737526652452,0.025945046908315565,0.006752328358208954
1995-09-29,-0.05277520806794055,-0.02013956475583864,-0.03263564331210191
1995-10-31,0.012878676470588235,0.01959117819706499,-0.006712501726476755
1995-11-30,0.03263171487603306,0.013693696280991735,0.018938018595041323
1995-12-29,0.05869128979591837,0.01673282244897959,0.041958467346938776
1996-01-31,0.05858480284552846,0.0257432581300813,0.03284154471544716
1996-02-29,0.018037613682092554,0.030925830985915493,-0.01288821730382294
1996-03-29,0.109981054,0.032907342,0.07707371199999999
1996-04-30,0.06628056831683168,0.06787751485148515,-0.0015969465346534623
1996-05-31,-0.06485389019607844,-0.006716033268101761,-0.05813785692797668
1996-06-28,-0.12263766344294004,-0.05349165764023211,-0.06914600580270794
1996-07-31,0.06062641650671785,0.0477603358925144,0.012866080614203454
1996-08-30,0.05145556463878327,0.031227104364326373,0.0202284602744569
1996-09-30,-0.027475160075329567,0.012387947269303203,-0.03986310734463277
1996-10-31,0.022284372439478586,0.03803446554934823,-0.015750093109869644
1996-11-29,0.006008793738489871,0.01311821546961326,-0.00710942173112339
1996-12-31,0.07997233211009175,0.03573012660550459,0.044242205504587157
1997-01-31,-0.009603336976320582,0.011360609090909092,-0.020963946067229674
1997-02-28,-0.06509872924187725,-0.027230328519855594,-0.037868400722021654
1997-03-31,-0.038031289568345325,-0.0035965449640287775,-0.034434744604316544
1997-04-30,0.12249189803220036,0.07908114490161003,0.04341075313059033
1997-05-30,0.044128684491978605,0.06247391459074733,-0.018345230098768726
1997-06-30,0.05511054159292036,0.051341166371681415,0.0037693752212389423
1997-07-31,0.03824140701754386,0.03379523157894737,0.004446175438596489
1997-08-29,0.1116401029668412,0.08881566841186737,0.02282443455497382
1997-09-30,-0.04682934835355286,0.0009202357019064125,-0.047749584055459274
1997-10-31,-0.028635874785591764,0.013199699828473414,-0.041835574614065174
1997-11-28,-0.039678081632653066,0.015937358843537416,-0.05561544047619048
1997-12-31,0.01276341116751269,0.00019409644670050714,0.012569314720812182
1998-01-30,0.07661791596638655,0.056574663865546215,0.020043252100840334
1998-02-27,0.05167266444073456,0.057305173622704514,-0.005632509181969954
1998-03-31,0.02123301827242525,0.026765508305647844,-0.005532490033222596
1998-04-30,-0.04567634266886326,-0.02668383196046128,-0.018992510708401977
