year,sic2,ocf_bucket,n_obs,mean_ocf,mean_next_excess_return,total_mktcap
1995,31,5,48,2.7021968158665346,0.01944010416666667,10986005.6875
1995,32,1,11,-1.6835653952112095,0.01859609090909091,1522447.75
1995,32,2,42,-0.9809229519884048,0.03309988095238096,19754319.125
1995,32,3,63,-0.16924655523287177,0.025511349206349208,127348699.25
1995,32,4,58,0.5924002135490746,0.017995379310344825,103040013.375
1995,32,5,18,2.687619032813602,0.017961611111111112,5252756.1875
1995,33,1,101,-4.107873728667065,0.021465039603960394,16595375.62004
1995,33,2,106,-0.9297041675976151,0.010216509433962264,66578934.12894
1995,33,3,83,-0.06497004495529712,0.02384021686746988,209340563.5625
1995,33,4,74,0.7678101755452608,0.047513986486486484,86978124.375
1995,33,5,34,2.4890434237428267,0.02179547058823529,19150848.3125
1995,34,1,143,-4.585126331048867,0.025306678321678322,198303189.5
1995,34,2,79,-0.9793115563471875,0.03162840506329114,44966855.0
1995,34,3,163,-0.18128426326524416,0.028022171779141104,142889784.6875
1995,34,4,96,0.7594659065275805,0.0345184375,20068894.125
1995,34,5,91,2.4183840428178747,0.022100219780219782,273705543.875
1995,35,1,180,-4.822120688330907,0.008615511111111111,64077884.1875
1995,35,2,290,-0.9691959082924492,0.032066755172413794,69713023.25
1995,35,3,381,-0.14689577692728353,0.03383481102362205,408075095.375
1995,35,4,456,0.8354855175407813,0.0351726403508772,1251101198.00062
1995,35,5,505,3.1555358428861044,0.03598439960238568,486580371.31977
1995,36,1,253,-4.106124067645194,0.008155264822134385,47541073.125
1995,36,2,333,-0.9813275711695663,0.03737459878419453,128287365.03125
1995,36,3,443,-0.13838969067608822,0.03634163205417607,321401423.22075
1995,36,4,610,0.7674851397041045,0.04398933825944171,2959664670.83605
1995,36,5,656,2.9737476918431733,0.03558839176829268,387288029.11179
1995,37,1,83,-2.583087085315838,-0.008950734939759036,165575741.75
1995,37,2,96,-0.9772530429100735,0.010509520833333333,49938444.125
1995,37,3,134,-0.11412487660606667,0.01649387313432836,572091107.3125
1995,37,4,149,0.6998198855412956,0.016476691275167786,444703926.3125
1995,37,5,70,4.11593024188799,0.0027235857142857145,112243769.9375
1995,38,1,140,-3.0288745278736275,0.054377664285714285,7479326.89921
1995,38,2,352,-1.0292537234907835,0.023925107954545454,57137558.07743
1995,38,3,356,-0.13149710920757193,0.027582379213483145,172009877.33355
1995,38,4,339,0.751735576138153,0.051236802359882004,1450707856.05764
1995,38,5,424,4.469451925742341,0.06394834988179669,221621375.23609
1995,39,1,70,-2.7244479927410477,0.008089914285714286,14405265.125
1995,39,2,127,-0.9526109101112435,0.01834583464566929,42030682.40625
1995,39,3,58,-0.0721144298407591,-0.016512431034482758,12184614.25
1995,39,4,31,0.9214400810189354,0.023632580645161286,34767357.375
1995,39,5,62,2.97542259627478,0.014186193548387096,47483314.125
1995,40,1,5,-1.4486572879351023,0.025786399999999998,85953.75
1995,40,2,7,-1.290662660697757,-0.028235571428571433,113047.25
1995,40,3,22,-0.0412945558044884,0.02578731818181818,112262568.25
1995,40,4,22,0.6234492547016018,0.015508818181818181,137670097.5
1995,40,5,4,4.556934659406917,0.050425250000000005,14505254.0
1995,41,2,12,-1.0758335706368287,0.02383908333333333,2249129.625
1995,41,4,1,0.6000721083777129,0.073171,67957.5
1995,41,5,13,4.203149707295268,0.02892,28012535.375
1995,42,1,81,-1.8354460385721783,-0.02208332098765432,21041358.625
1995,42,2,47,-0.8057750555290639,-0.0010327446808510634,14393235.5625
1995,42,3,28,-0.22106782146668058,-0.0038409642857142857,11009548.5
1995,42,4,51,0.7638030250795103,0.00371907843137255,13487049.90625
1995,42,5,45,3.196670232534841,0.0033199333333333333,6247453.625
1995,44,1,31,-1.8405148960928157,0.002976419354838708,21844723.0
1995,44,2,27,-1.2473201939265677,0.01756385185185185,6656230.75
1995,44,3,34,-0.07321003535155694,0.036301558823529416,20046737.5
1995,44,4,2,0.6483575559423392,-0.022158999999999998,661505.5
1995,44,5,2,4.525921488663032,-0.0026725000000000004,293425.875
1995,45,1,35,-10.758145483562057,0.028318885714285712,3395754.1875
1995,45,2,46,-1.008583192041557,0.04826108695652174,37067215.4375
1995,45,3,48,-0.17088931742268212,0.032974416666666666,61088334.375
1995,45,4,62,0.8282751419443122,0.0949619193548387,59728404.5625
1995,45,5,47,4.278313261028443,0.06026048936170213,77534592.375
1995,46,5,12,1.5607692835546187,0.006799583333333334,7896987.0
1995,47,1,10,-2.023733788910885,0.0251658,2772943.25
1995,47,2,1,-1.213753842829588,-0.027778,325107.0
1995,47,4,7,0.8629675068635155,-0.011478857142857147,865899.875
1995,48,1,45,-1.6344743606460599,-0.014723555555555554,2825478.03125
1995,48,2,53,-1.1622297665690702,0.04838035849056604,12335286.4375
1995,48,3,70,0.05030882143559874,0.040875442857142855,62911948.9375
1995,48,4,92,0.8096590665904341,0.03574080434782609,518272322.9375
1995,48,5,78,2.6637349478339316,0.031207166666666668,1509558386.65625
1995,49,1,287,-2.8651334905387187,0.014727358885017423,170526861.47987
1995,49,2,300,-1.000125881779469,0.01914293666666667,474555661.58456
1995,49,3,319,-0.19887248367699828,0.01954922884012539,948974092.0
1995,49,4,222,0.718197887402434,0.04356622972972973,541901694.1875
1995,49,5,116,5.441818676087003,0.0036985344827586207,177192027.93186
1995,50,1,165,-3.448291537925786,0.021923951515151516,46598798.53125
1995,50,2,261,-1.0033267606798915,0.029435597701149428,39096052.15133
1995,50,3,177,-0.1661163080842258,0.031312033898305086,150035254.125
1995,50,4,223,0.7572100741697491,0.02084665022421525,138121116.875
1995,50,5,141,3.8691679650658513,0.04874126241134752,142445867.21466
1995,51,1,87,-5.664825583910888,0.006965494252873562,66522495.1875
1995,51,2,125,-0.9910947229682477,0.015302008,103449416.88581
1995,51,3,94,-0.23768372631810494,0.04458603191489361,11161668.8125
1995,51,4,115,0.7524128881632057,0.04449213043478261,136473438.71875
1995,51,5,123,3.6313456921397673,0.010296447154471545,27120394.47993
1995,52,1,12,-8.807523947847924,0.010091583333333336,2210229.8125
1995,52,2,12,-0.7218699548158937,0.014735833333333335,1601980.125
1995,52,4,11,1.1131776485137581,0.0036617272727272722,219562191.75
1995,52,5,1,1.4355475070897163,-0.01982,18855459.0
1995,53,1,47,-10.768446411559266,0.007412425531914893,713706070.0625
1995,53,3,89,-0.12559335455580534,-0.005266898876404494,160364329.375
1995,53,4,61,0.9155589118444323,0.017535967213114758,216656540.375
1995,53,5,53,2.0005513865169737,0.01421675471698113,292640598.5
1995,54,1,52,-2.0748068389184606,0.01610305769230769,15361096.75
1995,54,2,34,-0.9946156681568342,0.03008644117647059,18918527.0
1995,54,3,42,-0.10426230318045408,0.029288809523809523,94758523.875
1995,54,4,24,1.01108907723539,0.018546291666666666,95325268.25
1995,54,5,42,3.714455812387704,0.009455738095238097,31584343.9375
1995,55,1,35,-2.054579605091778,0.025373914285714283,6582918.75
1995,55,2,1,-1.3451269157893342,0.081731,226772.0
1995,55,3,25,-0.01617582227400073,0.05807872,5094325.0625
1995,55,4,11,0.5697863049399712,-0.022369272727272727,19195001.25
1995,55,5,24,2.674846074344476,0.01247725,21106542.125
1995,56,1,22,-1.7729092999670006,-0.0372515,1028688.875
1995,56,2,80,-0.9788942746065367,0.006121212500000001,11327663.54947
1995,56,3,58,-0.08709237031319947,0.021115482758620692,44006727.6875
1995,56,4,55,0.8559558845279843,-0.011797109090909091,75503452.1125
1995,56,5,49,3.1524101435961183,-0.007667122448979588,94156674.125
1995,57,1,24,-1.979788450167126,-0.02035273913043478,1709090.0625
1995,57,2,21,-1.2064001832529467,0.045574476190476186,3417021.0
1995,57,3,3,-0.02095973356168775,-0.140409,361833.25
1995,57,4,28,0.7522624405322519,0.03560335714285714,73445791.75
1995,57,5,23,2.4835677815887163,-0.02409417391304348,13877891.75
1995,58,1,84,-4.211844578583128,-0.007406333333333335,31797769.5
1995,58,2,158,-0.9234947633403953,0.006983569620253165,71543223.92045
1995,58,3,75,-0.11057606462104812,0.016502653333333336,39894022.46875
1995,58,4,45,0.829885038163388,0.0198656,333646948.96875
1995,58,5,52,3.042194219493303,-0.00824948076923077,16459187.625
1995,59,1,89,-1.7838638479545048,0.04504383146067416,23709505.1875
1995,59,2,61,-0.9688677491503491,-0.0023953114754098367,78642522.0
1995,59,3,92,-0.17240147657691687,-0.00849507608695652,53532997.5625
1995,59,4,92,0.7998420538658386,0.0007736304347826092,53337381.5
1995,59,5,107,2.70409917929276,-0.0055979345794392515,89500731.0
1995,60,1,507,-2.1467079758883876,0.02373427613412229,91762387.09116
1995,60,2,262,-0.9722857309969647,0.036502858778625955,300396554.56952
1995,60,3,112,-0.280639725560411,0.034107991071428576,272629748.5
1995,60,4,68,0.7632200670284318,0.03083394117647059,236926718.8125
1995,60,5,139,3.637222784213323,0.03406820143884892,23290288.125
1995,61,1,36,-2.120728422167563,0.02708363888888889,3559841.625
1995,61,2,57,-0.9236221201721599,0.02940652631578947,67345212.375
1995,61,3,79,-0.18234871156032179,0.04107007594936709,487491601.375
1995,61,4,30,0.8894443214639168,0.03866013333333333,137350312.0
1995,61,5,11,4.08821063702092,-0.020952272727272726,16838560.75
1995,62,1,43,-1.6918785303508161,0.02133539534883721,8881575.6875
1995,62,2,63,-0.7989761050406757,0.03284912698412698,213456702.625
1995,62,3,107,-0.201777168138121,0.05126235514018691,248642318.52182
1995,62,4,24,0.5406693412675775,0.032210083333333334,57815118.125
1995,62,5,46,7.836704000324164,0.03803541304347826,17856658.6875
1995,63,1,282,-3.635380921289862,0.029822248226950357,555936448.9375
1995,63,2,193,-1.0900726830655338,0.03791675129533679,221124741.3125
1995,63,3,155,-0.11506135647712389,0.03117663870967742,286482866.0
1995,63,4,60,0.759842192473465,0.03956311666666667,284166163.5
1995,63,5,85,2.892408928527154,0.02697344705882353,88821086.25
1995,64,1,53,-1.8025105794709981,0.011177283018867923,11766644.4375
1995,64,2,39,-1.1656878426599506,0.012129435897435897,79205136.0625
1995,64,3,9,-0.4968541925152326,0.059906666666666664,6097793.0625
1995,64,5,1,1.678369103544843,0.039683,276302.25
1995,65,1,32,-6.5928106431242,0.021732750000000002,5108808.5
1995,65,2,27,-0.8340988301378275,0.03466411111111111,15477582.5
1995,65,3,47,-0.15842394812785593,0.025515872340425527,12164871.3125
1995,65,4,58,0.8574833935351435,0.003586465517241378,16453473.1997
1995,65,5,43,5.427631822915414,0.02846772093023256,3151032.12769
1995,66,3,11,0.07591786259361634,0.02262918181818182,12947914.0
1995,66,4,1,0.3072698520825707,0.049708,1205550.0
1995,67,1,1140,-2.2354447163302735,0.023112059649122805,408532926.59639
1995,67,2,543,-1.016952498363854,0.02802972744014733,926763196.83972
1995,67,3,319,-0.1137344220766841,0.028168579937304077,540654093.5
1995,67,4,218,0.7131054739664018,0.031356908256880735,822038492.5
1995,67,5,130,3.354038764633734,0.038161969230769234,77031455.25
1995,70,1,26,-1.6892580396643477,-0.001860500000000002,1099950.9881
1995,70,2,24,-0.8032403634979812,0.04556425,39422925.625
1995,70,3,31,-0.09144724229027291,0.0005505483870967741,38899921.0
1995,70,4,54,0.7317357570433365,0.02039248148148148,68050121.15625
1995,70,5,21,2.7726012545184453,0.0051561904761904835,15205786.8125
1995,72,1,11,-2.250381656684777,0.03547254545454545,1173226.0
1995,72,2,37,-1.027206888549057,0.041266567567567566,31957722.8125
1995,72,3,50,-0.0066840458625794545,0.022318819999999996,86077124.125
1995,72,4,8,0.5934476008128071,0.02425275,11640207.125
1995,72,5,6,2.504991395884782,-0.05655483333333333,8294780.75
1995,73,1,157,-4.34909880336475,0.025633745222929934,245703443.95048
1995,73,2,270,-0.930623132591913,0.03286986666666667,117702874.53125
1995,73,3,298,-0.13213396717293976,0.035065325503355706,321457435.71875
1995,73,4,472,0.8343051500188176,0.0455376970338983,1208301996.21538
1995,73,5,342,3.3204351410971897,0.05180888304093567,205978299.7092
1995,75,1,8,-1.5780819739217757,-0.013190750000000001,187356.25
1995,75,2,4,-1.108709847696884,0.014394000000000004,74338.125
1995,75,3,21,-0.10922397089387563,-0.0025743809523809517,23723245.5
1995,75,4,5,0.4814304421970287,0.0174522,1160815.875
1995,75,5,1,2.6811847209930018,-0.004237,101155.5
1995,78,1,4,-1.675863393075637,0.007472749999999997,371994.75
1995,78,2,25,-0.961234315979254,0.01461984,4690055.8125
1995,78,3,4,-0.09237864706530417,0.09284075,29184102.75
1995,78,4,13,0.5398947594005497,0.008297384615384614,321860047.375
1995,78,5,16,2.98934355765558,-0.0415659375,10912466.875
1995,79,1,69,-1.6102077430204182,0.006246869565217391,6835454.6241
1995,79,2,43,-0.8373319724326205,-0.015601651162790695,7452875.3125
1995,79,3,40,-0.337046792025319,-0.016108699999999997,2629757.381
1995,79,4,29,0.8955215385305582,0.015735931034482755,1276981.375
1995,79,5,15,5.905475807539405,-0.04650214285714286,334763.78125
1995,80,1,60,-1.9326927101882603,0.03504138333333333,13169555.625
1995,80,2,153,-1.0240458997255482,0.048509032679738565,83501365.5625
1995,80,3,99,-0.10265636908372189,0.005191777777777779,206373927.46875
1995,80,4,125,0.8098935860503836,0.031748072,117011101.78125
1995,80,5,190,4.305885261090413,0.046827328042328045,33648585.14846
1995,82,2,13,-0.9062027291514319,0.12124546153846155,5423228.75
1995,82,3,10,0.06994815636375246,0.0586532,3377407.875
1995,82,4,32,0.9270130390530013,0.07696599999999999,3141019.5
1995,82,5,4,3.2385231448492564,0.14915025,506828.1875
1995,83,1,14,-2.009778974780853,-0.03212107142857142,313403.625
1995,83,3,3,0.06265765840147246,0.1316763333333333,163639.0
1995,83,4,8,0.438737991546254,0.140459125,243542.34375
1995,83,5,1,2.1474327219968847,-0.160714,57232.0
1995,87,1,92,-1.747292435442502,0.017407282608695653,9167321.0625
1995,87,2,46,-1.1363656968823568,0.04684395652173912,10064082.0625
1995,87,3,92,-0.23946145783591619,0.020049934782608695,57317042.0
1995,87,4,76,0.8941944025828465,0.06255080263157894,12421403.7517
1995,87,5,115,3.314926708247799,0.0955088347826087,15049402.0
1995,89,1,35,-3.2729578422815937,0.02313434285714286,11972203.0625
1995,89,2,28,-0.9851941555805613,0.022032785714285713,15867094.96875
1995,89,3,16,-0.17775519634289833,0.1078278125,6710708.0625
1995,89,4,20,0.8261828591221466,0.0861013,312835.625
1995,89,5,29,4.783181852277218,0.06469655172413794,4707389.375
1995,94,2,12,-1.0731708380454117,0.09808266666666665,353923.0
1995,95,1,4,-1.8929657159275188,0.04520025,50938.75
1995,95,2,11,-0.9016943125370424,0.034659,7996190.5
1995,95,3,1,-0.2878993432650462,0.225806,356097.0
1995,95,5,10,6.5971879470755415,0.0407995,499414.375
1995,99,3,12,-0.40122594890190805,0.028633583333333337,110121.5625
1996,1,1,24,-1.917331415364699,-0.003513,3119575.6875
1996,1,2,15,-0.9538592468877429,0.022481933333333332,4845314.5
1996,1,3,8,-0.41427330218716846,0.034887625000000005,5614786.5
1996,1,4,1,0.4908354860167863,-0.077465,225105.5
1996,2,1,1,-8.882221442680343,-0.015625,96016.0
1996,7,3,1,0.1073629157918928,0.038462,52279.5
1996,7,4,11,0.5862545440138597,0.015693272727272726,525129.9375
1996,10,1,45,-1.8791054715696798,0.015967822222222223,6791396.96875
1996,10,2,46,-0.9279359049406153,0.003437934782608697,41043596.9375
1996,10,3,25,-0.19244362115189745,0.01741956,24263679.125
1996,10,4,19,0.6139028454443676,-0.020838526315789474,10092857.375
1996,10,5,23,3.017971427217853,-0.020429130434782606,4101278.75
1996,12,3,17,0.07580304153863288,-0.052178125000000006,13892215.375
1996,12,4,39,0.8361974539305184,0.018225641025641025,9759843.5
1996,12,5,16,2.571271384224021,0.024724,3138363.75
1996,13,1,169,-2.1783961410025854,0.036657502958579884,177163619.95106
1996,13,2,202,-1.0274532696880485,0.0783380792079208,114013423.7694
1996,13,3,263,-0.14725817143357411,0.043718931558935366,396442243.9837
1996,13,4,140,0.7662149315772308,0.05461043571428571,84873634.74136999
1996,13,5,166,3.8635364017122775,0.06090040361445783,27129661.84053
1996,14,1,11,-2.5517499558542696,0.017546909090909092,4199935.875
1996,14,2,16,-0.8446554154472546,0.016639499999999998,3750663.375
1996,14,3,1,-0.4902786441480149,-0.119048,98448.0
1996,14,4,1,0.9013056505253092,-0.051724,277486.5
1996,15,1,11,-1.9043911980005093,0.019336909090909092,1479241.0
1996,15,2,62,-1.0864069760558508,0.009523483870967743,13664768.84375
1996,15,3,44,-0.30328074780830266,0.00815425,14911562.0
1996,15,4,27,0.8061376824316149,0.0055004814814814795,12090306.25
1996,15,5,36,2.949549966310943,0.072201,7272400.625
1996,16,1,32,-1.842522900447445,0.0003887187500000002,4528640.1875
1996,16,2,24,-1.1301234689687385,0.06020341666666667,5980360.95528
1996,16,3,8,0.0038731394165518185,0.1321955,3868616.375
1996,16,4,28,0.7119591859352992,0.013836464285714287,69897546.125
1996,16,5,4,2.3422225634777143,0.037527,1430652.75
1996,17,2,32,-1.0784686066756757,0.039821656250000004,11991726.874019999
1996,17,3,18,-0.41162543924868367,0.027442,5172065.0
1996,17,4,3,0.6184944072758318,-0.020401999999999993,3462360.25
1996,17,5,2,6.346548846524039,-0.1339285,189487.375
1996,20,1,189,-4.074840362822522,0.014850455026455028,1442015170.56905
1996,20,2,179,-1.0516409946706813,0.034134117318435755,178783104.5625
1996,20,3,130,-0.23389002316894267,-0.013502284615384616,181204495.9375
1996,20,4,138,0.781185153928201,0.015787608695652173,1501134826.30996
1996,20,5,75,2.5064846438845163,0.008895440000000001,368294232.8125
1996,21,2,5,-0.6649616765758093,-0.0069758000000000025,47029853.0
1996,21,3,7,-0.5599720142782395,0.03521071428571428,67351429.0
1996,21,4,33,0.7919200569854541,0.013349363636363637,1109409128.75
1996,21,5,15,3.46087542842631,-0.0233814,25162783.25
1996,22,1,12,-1.56044411227262,0.04476008333333333,7328224.25
1996,22,2,55,-1.2446407045170071,0.031796818181818176,24055702.5625
1996,22,3,27,-0.27142846433007245,0.0302967037037037,11697370.0
1996,22,4,31,0.8248375948345948,0.05735622580645162,12199060.375
1996,22,5,19,3.4477082551418334,0.03431715789473684,9489279.125
1996,23,1,57,-3.973240039473465,0.04217633333333333,4184026.625
1996,23,2,36,-1.0376500801021848,0.024300083333333333,20149499.0
1996,23,3,37,-0.11208335329842556,0.019521,44713574.3125
1996,23,4,94,0.8504285667883744,0.02420155319148936,53379919.0
1996,23,5,33,4.313016943256914,0.018201242424242422,7311429.0625
1996,24,1,22,-1.7126809446967548,0.024527,2351006.75
1996,24,2,18,-0.8365959597440745,-0.010364000000000002,14108150.8125
1996,24,3,22,-0.06878754712463792,0.0642310909090909,15954568.0625
1996,24,4,8,0.412471529545398,0.047171625,11758881.5
1996,24,5,14,2.696304430707388,0.001423499999999999,6103599.25
1996,25,1,38,-2.776295051203202,0.018159815789473687,29714687.4375
1996,25,2,34,-1.0490472255166858,0.04227855882352941,15038617.75
1996,25,3,40,-0.031340087087646636,0.026042324999999998,86190808.66587
1996,25,4,56,0.5205925958079441,0.064662625,34503630.125
1996,25,5,15,3.051740949501282,0.04171693333333334,10554380.5
1996,26,1,33,-10.659202742169049,0.010664030303030304,289143398.625
1996,26,2,70,-0.9733232186826216,0.007191028571428572,145038476.25
1996,26,3,88,-0.25455577831634435,0.025025670454545457,130451394.875
1996,26,4,80,0.7808752200344096,0.011690187500000001,540223133.5625
1996,26,5,86,2.091097351126823,0.03700859302325581,84909946.0625
1996,27,1,73,-2.557956067906822,0.01452617808219178,60130311.3125
1996,27,2,131,-1.0382828989910236,0.007838786259541984,207302722.9375
1996,27,3,131,-0.17617754288947485,0.020827229007633587,160603000.5625
1996,27,4,132,0.7610054868371511,0.01615318181818182,282839735.3125
1996,27,5,32,3.553058402929942,0.05059425,24472511.84375
1996,28,1,114,-8.607949737255254,0.008298893805309737,11063763.84375
1996,28,2,199,-0.9742709952148281,0.01968715577889447,119405838.41565
1996,28,3,361,-0.1455693209250172,0.015034196675900276,772571593.6107
1996,28,4,476,0.8450190241907263,0.021478016806722688,4472791528.125
1996,28,5,1061,3.6943267094688528,0.018914720075400567,1442371924.17906
1996,29,1,21,-2.2586786150051843,0.028985285714285713,4356385.67935
1996,29,2,33,-0.9310673194421232,0.01701569696969697,100579880.75
1996,29,3,65,-0.1851644090770517,0.013304138461538462,1789289275.375
1996,29,4,25,0.6176118466352066,0.04548832,119051411.75
1996,29,5,12,2.139857963124726,0.035610083333333334,16861457.5
1996,30,1,77,-2.500943451616662,0.031204883116883114,36381684.25
1996,30,2,48,-0.937354875417245,0.015949083333333332,18038691.96875
1996,30,3,35,-0.03223746351744634,0.019460142857142856,35669433.1875
1996,30,4,64,0.7818319617433542,0.016259609374999998,109433449.1875
1996,30,5,29,2.026447544649155,0.038490137931034486,13479815.1875
1996,31,1,24,-6.704059204253194,0.03221604166666667,49295891.9375
1996,31,2,20,-0.9767384399767263,0.0618314,399475.1875
1996,31,3,1,-0.19005920785716585,-0.083333,21996.0
1996,31,4,53,0.9242780844033831,0.04900983018867924,15558759.75756
1996,31,5,46,3.1671311619938503,0.021940043478260868,8137220.125
1996,32,1,22,-1.5380402735981151,0.030412318181818186,11681096.25
1996,32,2,62,-0.827573565656923,0.004511483870967743,28507099.5
1996,32,3,58,-0.15775682033416807,0.04637975862068965,135815107.1875
1996,32,4,45,0.6326781102309227,0.03175377777777778,118330169.75
